t,value
1741048363,0
1741048364,0
1741048365,0
1741048366,0
1741048367,0
1741048368,0
1741048369,0
1741048370,0
1741048371,0
1741048372,0
1741048373,0
1741048374,8
1741048375,8
1741048376,8
1741048377,8
1741048378,8
1741048379,8
1741048380,8
1741048382,8
1741048383,8
1741048384,8
1741048385,10
1741048386,10
1741048387,10
1741048388,10
1741048389,10
1741048390,10
1741048391,10
1741048392,10
1741048393,10
1741048394,10
1741048395,11
1741048396,11
1741048397,11
1741048398,11
1741048399,11
1741048400,11
1741048401,11
1741048402,11
1741048403,11
1741048404,14
1741048404,14
1741048404,14
1741048404,14
