t,value
1741054038,0
1741054040,0
1741054041,0
1741054042,0
1741054043,0
1741054044,0
1741054045,0
1741054046,0
1741054047,0
1741054048,0
1741054049,0
1741054050,8
1741054051,8
1741054052,8
1741054053,8
1741054054,8
1741054055,8
1741054056,8
1741054057,8
1741054058,8
1741054059,8
1741054060,10
1741054061,10
1741054062,10
1741054063,10
1741054064,10
1741054065,10
1741054066,10
1741054067,10
1741054068,10
1741054069,10
1741054070,11
1741054071,11
1741054072,11
1741054073,11
1741054074,11
1741054075,11
1741054076,11
1741054077,11
1741054078,11
1741054079,11
1741054079,11
1741054079,11
