t,value
1741050458,13370000000
1741050459,15050000000
1741050460,15790000000
1741050461,16570000000
1741050462,17480000000
1741050463,18350000000
1741050464,18980000000
1741050465,19540000000
1741050466,20670000000
1741050467,22110000000
1741050468,22570000000
1741050469,23080000000
1741050470,23700000000
1741050471,24580000000
1741050472,26740000000
1741050474,28040000000
1741050475,28810000000
1741050476,30430000000
1741050477,31920000000
1741050478,33030000000
1741050479,33740000000
1741050480,34660000000
1741050481,37650000000
1741050482,39540000000
1741050483,40510000000
1741050484,40950000000
1741050485,42050000000
1741050486,43260000000
1741050487,44570000000
1741050488,46680000000
1741050489,49320000000
1741050490,55330000000
1741050491,60890000000
1741050492,62810000000
1741050493,65060000000
1741050494,67600000000
1741050495,73070000000
1741050496,78110000000
1741050497,82560000000
1741050498,89620000000
1741050499,91600000000
1741050499,91640000000
1741050499,91730000000
