t,count
1741049118,0
1741049119,0
1741049120,0
1741049121,0
1741049122,0
1741049123,0
1741049124,0
1741049125,0
1741049126,0
1741049127,0
1741049128,0
1741049129,0
1741049130,0
1741049131,0
1741049132,0
1741049133,0
1741049134,0
1741049135,0
1741049136,0
1741049137,0
1741049138,0
1741049139,0
1741049140,0
1741049141,0
1741049142,0
1741049144,0
1741049145,0
1741049146,0
1741049147,0
1741049148,0
1741049149,0
1741049150,0
1741049151,0
1741049152,0
1741049153,0
1741049154,0
1741049155,0
1741049156,0
1741049157,0
1741049158,0
1741049159,0
1741049160,0
1741049161,5226
1741049161,5226
1741049161,5226
1741049161,5226
