t,count
1741048077,0
1741048078,0
1741048079,0
1741048080,0
1741048081,0
1741048082,0
1741048083,0
1741048084,0
1741048085,0
1741048086,0
1741048087,0
1741048088,0
1741048089,0
1741048090,0
1741048091,0
1741048092,0
1741048093,0
1741048094,0
1741048096,0
1741048097,0
1741048098,0
1741048099,0
1741048100,0
1741048101,0
1741048102,0
1741048103,0
1741048104,0
1741048105,0
1741048106,0
1741048107,0
1741048108,0
1741048109,0
1741048110,0
1741048111,0
1741048112,0
1741048113,0
1741048114,0
1741048115,0
1741048116,0
1741048117,1000
1741048118,2500
1741048119,2500
1741048120,2500
1741048121,2500
1741048122,2500
1741048123,12308
1741048124,12574
1741048125,16564
1741048126,16900
1741048127,17067
1741048128,17892
1741048129,17892
1741048130,17892
1741048130,17892
1741048130,17892
