t,count
1741049042,0
1741049043,0
1741049044,0
1741049045,0
1741049046,0
1741049047,0
1741049048,0
1741049049,0
1741049050,0
1741049051,0
1741049052,0
1741049053,0
1741049054,0
1741049055,0
1741049056,0
1741049057,0
1741049058,0
1741049059,0
1741049060,0
1741049061,0
1741049062,0
1741049063,0
1741049064,0
1741049065,0
1741049066,0
1741049067,0
1741049068,0
1741049069,0
1741049070,0
1741049071,0
1741049072,0
1741049073,0
1741049074,0
1741049076,0
1741049077,0
1741049078,0
1741049079,0
1741049080,0
1741049081,0
1741049082,0
1741049083,0
1741049084,0
1741049085,0
1741049086,1441548
1741049087,1441548
1741049088,1787074
1741049089,1787074
1741049090,4091398
1741049091,4667478
1741049092,4667478
1741049093,4667478
1741049094,4667478
1741049094,4667478
1741049094,4667478
1741049094,4667478
