t,value
1741049042,2004
1741049043,2004
1741049044,2004
1741049045,2004
1741049046,2004
1741049047,2004
1741049048,2004
1741049049,2004
1741049050,2004
1741049051,2004
1741049052,2004
1741049053,2004
1741049054,2004
1741049055,2004
1741049056,2004
1741049057,2004
1741049058,2004
1741049059,2004
1741049060,2004
1741049061,2004
1741049062,2004
1741049063,2004
1741049064,2004
1741049065,2004
1741049066,2004
1741049067,2004
1741049068,2004
1741049069,2004
1741049070,2004
1741049071,2004
1741049072,2004
1741049073,2004
1741049074,2004
1741049076,2004
1741049077,2004
1741049078,2004
1741049079,2004
1741049080,2004
1741049081,2004
1741049082,2004
1741049083,2004
1741049084,2004
1741049085,2004
1741049086,2004
1741049087,2004
1741049088,1994
1741049089,1994
1741049090,1994
1741049091,1994
1741049092,1994
1741049093,1994
1741049094,1994
1741049094,1994
1741049094,1994
1741049094,0
