t,value
1741053846,2147483647
1741053847,2147483647
1741053849,2147483647
1741053850,2147483647
1741053851,2147483647
1741053852,2147483647
1741053853,2147483647
1741053854,2147483647
1741053855,2147483647
1741053856,2147483647
1741053857,2147483647
1741053858,2147483647
1741053859,2147483647
1741053860,2147483647
1741053861,2147483647
1741053862,2147483647
1741053863,2147483647
1741053864,2147483647
1741053865,2147483647
1741053866,2147483647
1741053867,2147483647
1741053868,2147483647
1741053869,2147483647
1741053870,2147483647
1741053871,2147483647
1741053872,2147483647
1741053873,2147483647
1741053874,2147483647
1741053875,2147483647
1741053876,2147483647
1741053877,2147483647
1741053878,2147483647
1741053879,2147483647
1741053880,2147483647
1741053881,2147483647
1741053882,2147483647
1741053883,2147483647
1741053884,2147483647
1741053885,2147483647
1741053886,2147483647
1741053887,2147483647
1741053888,2147483647
1741053889,2147483647
1741053890,2147483647
1741053891,2147483647
1741053891,2147483647
1741053891,2147483647
