t,value
1741053370,0
1741053371,0
1741053372,0
1741053373,0
1741053374,0
1741053375,0
1741053376,0
1741053377,0
1741053378,8193
1741053379,8193
1741053380,8193
1741053381,8193
1741053382,8193
1741053383,8193
1741053384,8193
1741053385,8193
1741053386,8193
1741053387,8193
1741053388,32769
1741053389,32769
1741053390,32769
1741053391,32769
1741053392,32769
1741053393,32769
1741053394,32769
1741053395,32769
1741053396,32769
1741053397,32769
1741053398,32769
1741053399,32769
1741053401,32769
1741053402,32769
1741053403,32769
1741053404,32769
1741053405,32769
1741053406,32769
1741053407,32769
1741053408,32769
1741053409,4407047
1741053409,4407047
1741053409,4407047
