t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741053370,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053371,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053372,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053373,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053374,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053375,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053376,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053377,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053378,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053379,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053380,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053381,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053382,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053383,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053384,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053385,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053386,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053387,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053388,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053389,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053390,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053391,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053392,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053393,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053394,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053395,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053396,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053397,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741053398,24,1008,141.458333,5,225.995387,52.000000,190.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053399,24,1008,141.458333,5,225.995387,52.000000,190.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053401,24,1008,141.458333,5,225.995387,52.000000,190.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053402,48,1008,141.458333,5,225.995387,52.000000,190.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053403,48,1008,141.458333,5,225.995387,52.000000,190.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053404,48,1008,141.458333,5,225.995387,52.000000,190.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053405,60,1008,116.589441,1,206.838654,47.000000,114.000000,566.000000,1008.000000,1008.000000,1008.000000
1741053406,94,1008,121.311259,1,182.633220,48.000000,162.000000,534.000000,1008.000000,1008.000000,1008.000000
1741053407,164,1008,106.838036,1,156.345723,47.000000,162.000000,316.000000,566.000000,1008.000000,1008.000000
1741053408,254,1008,99.339056,1,135.611364,44.000000,162.000000,297.000000,534.000000,566.000000,1008.000000
1741053409,304,1214,110.758634,1,160.239926,48.000000,186.000000,302.000000,534.000000,1008.000000,1214.000000
1741053409,304,1214,110.758634,1,160.239926,48.000000,186.000000,302.000000,534.000000,1008.000000,1214.000000
1741053409,304,1214,110.758634,1,160.239926,48.000000,186.000000,302.000000,534.000000,1008.000000,1214.000000
