t,value
1741049186,2004
1741049188,2004
1741049189,2004
1741049190,2004
1741049191,2004
1741049192,2004
1741049193,2004
1741049194,2004
1741049195,2004
1741049196,2004
1741049197,2004
1741049198,2004
1741049199,2004
1741049200,2004
1741049201,2004
1741049202,2004
1741049203,2004
1741049204,2004
1741049205,2004
1741049206,2004
1741049207,2004
1741049208,2004
1741049209,2004
1741049210,2004
1741049211,2004
1741049212,2004
1741049213,2004
1741049214,2004
1741049215,2004
1741049216,2004
1741049217,2004
1741049218,2004
1741049219,2004
1741049220,2004
1741049221,2004
1741049222,2004
1741049223,2004
1741049224,2004
1741049225,2004
1741049226,2004
1741049227,2004
1741049228,2004
1741049229,2004
1741049230,2004
1741049230,2004
1741049230,0
1741049230,0
