t,count
1741054195,0
1741054196,0
1741054197,0
1741054198,0
1741054199,0
1741054200,0
1741054201,0
1741054202,0
1741054203,0
1741054204,0
1741054205,0
1741054206,0
1741054207,0
1741054208,0
1741054209,0
1741054210,0
1741054212,0
1741054213,0
1741054214,0
1741054215,0
1741054216,0
1741054217,0
1741054218,0
1741054219,0
1741054220,0
1741054221,0
1741054222,0
1741054223,0
1741054224,0
1741054225,0
1741054226,0
1741054227,0
1741054228,0
1741054229,0
1741054230,0
1741054231,0
1741054232,3282811
1741054233,3282811
1741054234,3282811
1741054235,27861269
1741054236,27861269
1741054236,27861269
1741054236,27861269
1741054236,27861269
