t,value
1741054195,0
1741054196,0
1741054197,0
1741054198,0
1741054199,0
1741054200,0
1741054201,0
1741054202,0
1741054203,0
1741054204,0
1741054205,0
1741054206,0
1741054207,0
1741054208,0
1741054209,0
1741054210,0
1741054212,0
1741054213,290
1741054214,290
1741054215,290
1741054216,290
1741054217,290
1741054218,290
1741054219,290
1741054220,290
1741054221,290
1741054222,290
1741054223,456
1741054224,456
1741054225,456
1741054226,456
1741054227,456
1741054228,456
1741054229,456
1741054230,456
1741054231,456
1741054232,456
1741054233,662
1741054234,662
1741054235,662
1741054236,662
1741054236,662
1741054236,662
1741054236,662
