t,value
1741051448,0
1741051449,0
1741051450,0
1741051451,0
1741051452,0
1741051453,0
1741051454,0
1741051455,0
1741051456,0
1741051457,0
1741051458,0
1741051459,0
1741051460,0
1741051461,0
1741051462,0
1741051463,0
1741051464,0
1741051465,0
1741051466,0
1741051467,0
1741051468,0
1741051470,0
1741051471,0
1741051472,0
1741051473,0
1741051474,0
1741051475,0
1741051476,0
1741051477,0
1741051478,2
1741051479,2
1741051480,2
1741051481,2
1741051482,2
1741051483,1
1741051484,1
1741051485,0
1741051486,0
1741051486,0
1741051486,0
