t,value
1741050102,2147483647
1741050104,2147483647
1741050105,2147483647
1741050106,2147483647
1741050107,2147483647
1741050108,2147483647
1741050109,2147483647
1741050110,2147483647
1741050111,2147483647
1741050112,2147483647
1741050113,2147483647
1741050114,2147483647
1741050115,2147483647
1741050116,2147483647
1741050117,2147483647
1741050118,2147483647
1741050119,2147483647
1741050120,2147483647
1741050121,2147483647
1741050122,2147483647
1741050123,2147483647
1741050124,2147483647
1741050125,2147483647
1741050126,2147483647
1741050127,2147483647
1741050128,2147483647
1741050129,2147483647
1741050130,2147483647
1741050131,2147483647
1741050132,2147483647
1741050133,2147483647
1741050134,2147483647
1741050135,2147483647
1741050136,2147483647
1741050137,2147483647
1741050138,2147483647
1741050139,2147483647
1741050140,2147483647
1741050141,2147483647
1741050142,2147483647
1741050143,2147483647
1741050143,2147483647
1741050143,2147483647
