t,count
1741049454,0
1741049456,0
1741049457,0
1741049458,0
1741049459,0
1741049460,0
1741049461,0
1741049462,0
1741049463,0
1741049464,0
1741049465,0
1741049466,0
1741049467,0
1741049468,0
1741049469,0
1741049470,0
1741049471,0
1741049472,0
1741049473,0
1741049474,0
1741049475,0
1741049476,0
1741049477,0
1741049478,0
1741049479,0
1741049480,0
1741049481,0
1741049482,0
1741049483,0
1741049484,0
1741049485,0
1741049486,0
1741049487,0
1741049488,0
1741049489,0
1741049490,0
1741049491,0
1741049492,0
1741049493,0
1741049494,0
1741049495,0
1741049497,1441548
1741049498,1441548
1741049499,2318932
1741049500,2318932
1741049501,2318932
1741049502,2318932
1741049503,4623256
1741049504,7647680
1741049505,8099740
1741049506,10404064
1741049507,10980144
1741049508,10980144
1741049509,10980144
1741049510,10980144
1741049511,11626576
1741049512,13144771
1741049513,16279480
1741049515,16279480
1741049516,19179884
1741049517,22060288
1741049518,22060288
1741049519,22060288
1741049519,22060288
1741049519,22060288
1741049519,22060288
