t,count
1741052691,5
1741052693,5
1741052694,5
1741052695,5
1741052696,5
1741052697,5
1741052698,5
1741052699,5
1741052700,5
1741052701,5
1741052702,6
1741052703,6
1741052704,6
1741052705,6
1741052706,7
1741052707,7
1741052708,7
1741052709,7
1741052710,7
1741052711,7
1741052712,10
1741052713,10
1741052714,10
1741052715,10
1741052716,11
1741052717,11
1741052718,11
1741052719,12
1741052720,13
1741052721,16
1741052722,26
1741052723,36
1741052724,36
1741052725,36
1741052726,39
1741052727,57
1741052728,83
1741052729,83
1741052730,129
1741052731,173
1741052732,195
1741052733,200
1741052733,200
1741052733,200
