t,value
1741052691,0
1741052693,0
1741052694,0
1741052695,0
1741052696,0
1741052697,0
1741052698,0
1741052699,0
1741052700,0
1741052701,0
1741052702,0
1741052703,0
1741052704,0
1741052705,0
1741052706,0
1741052707,0
1741052708,0
1741052709,0
1741052710,0
1741052711,0
1741052712,1711
1741052713,1711
1741052714,1711
1741052715,1711
1741052716,1711
1741052717,1711
1741052718,1711
1741052719,1711
1741052720,1711
1741052721,1711
1741052722,1711
1741052723,1711
1741052724,58369
1741052725,58369
1741052726,1217953
1741052727,1217953
1741052728,1217953
1741052729,11121965
1741052730,25718907
1741052731,54030895
1741052732,54030895
1741052733,54030895
1741052733,54030895
1741052733,54030895
