t,value
1741048153,0
1741048154,0
1741048155,0
1741048156,0
1741048157,0
1741048158,0
1741048159,0
1741048160,0
1741048161,0
1741048162,0
1741048163,0
1741048164,0
1741048165,0
1741048166,0
1741048167,0
1741048168,0
1741048169,0
1741048170,0
1741048171,0
1741048172,0
1741048173,0
1741048174,0
1741048175,0
1741048176,0
1741048177,0
1741048178,0
1741048179,0
1741048180,0
1741048181,0
1741048182,0
1741048183,0
1741048184,0
1741048185,0
1741048186,0
1741048187,0
1741048188,0
1741048189,0
1741048191,5
1741048192,5
1741048193,5
1741048194,5
1741048195,5
1741048196,5
1741048197,5
1741048198,5
1741048199,6
1741048200,7
1741048201,8
1741048202,8
1741048203,8
1741048204,8
1741048205,8
1741048206,9
1741048207,10
1741048207,10
1741048207,10
