t,value
1741048153,0
1741048154,0
1741048155,0
1741048156,0
1741048157,0
1741048158,0
1741048159,0
1741048160,0
1741048161,0
1741048162,0
1741048163,0
1741048164,0
1741048165,0
1741048166,0
1741048167,323904280
1741048168,323904280
1741048169,323904280
1741048170,323904280
1741048171,323904280
1741048172,323904280
1741048173,323904280
1741048174,323904280
1741048175,323904280
1741048176,323904280
1741048177,300732976
1741048178,300732976
1741048179,300732976
1741048180,300732976
1741048181,300732976
1741048182,300732976
1741048183,300732976
1741048184,300732976
1741048185,300732976
1741048186,300732976
1741048187,514811512
1741048188,514811512
1741048189,514811512
1741048191,514811512
1741048192,514811512
1741048193,514811512
1741048194,514811512
1741048195,514811512
1741048196,514811512
1741048197,360245112
1741048198,360245112
1741048199,360245112
1741048200,360245112
1741048201,360245112
1741048202,360245112
1741048203,360245112
1741048204,360245112
1741048205,360245112
1741048206,360245112
1741048207,778709872
1741048207,778709872
1741048207,778709872
