t,count
1741053036,0
1741053037,0
1741053038,0
1741053039,0
1741053040,0
1741053041,0
1741053042,0
1741053043,0
1741053044,0
1741053045,0
1741053046,0
1741053047,0
1741053048,0
1741053049,0
1741053050,0
1741053051,0
1741053052,0
1741053053,0
1741053054,0
1741053055,0
1741053056,0
1741053057,0
1741053058,0
1741053059,0
1741053060,0
1741053061,0
1741053062,0
1741053063,0
1741053064,0
1741053065,0
1741053066,0
1741053067,0
1741053068,0
1741053069,0
1741053070,0
1741053071,136
1741053072,136
1741053073,136
1741053074,136
1741053075,145
1741053076,158
1741053077,158
1741053077,158
1741053077,158
1741053078,158
