t,count
1741053036,5
1741053037,5
1741053038,5
1741053039,5
1741053040,5
1741053041,5
1741053042,5
1741053043,5
1741053044,5
1741053045,5
1741053046,5
1741053047,5
1741053048,6
1741053049,6
1741053050,7
1741053051,7
1741053052,7
1741053053,7
1741053054,7
1741053055,7
1741053056,7
1741053057,9
1741053058,10
1741053059,11
1741053060,11
1741053061,11
1741053062,11
1741053063,11
1741053064,13
1741053065,13
1741053066,20
1741053067,28
1741053068,29
1741053069,30
1741053070,30
1741053071,39
1741053072,50
1741053073,70
1741053074,70
1741053075,107
1741053076,160
1741053077,172
1741053077,172
1741053077,172
1741053078,172
