t,value
1741049253,0
1741049255,0
1741049256,0
1741049257,0
1741049258,0
1741049259,0
1741049260,0
1741049261,0
1741049262,0
1741049263,0
1741049264,0
1741049265,0
1741049266,0
1741049267,0
1741049268,122
1741049269,122
1741049270,122
1741049271,122
1741049272,122
1741049273,122
1741049274,122
1741049275,122
1741049276,122
1741049277,122
1741049278,177
1741049279,177
1741049280,177
1741049281,177
1741049282,177
1741049283,177
1741049284,177
1741049285,177
1741049286,177
1741049287,212
1741049288,212
1741049289,212
1741049290,212
1741049291,212
1741049292,212
1741049293,212
1741049294,212
1741049295,212
1741049295,212
1741049295,212
