t,value
1741049253,2004
1741049255,2004
1741049256,2004
1741049257,2004
1741049258,2004
1741049259,2004
1741049260,2004
1741049261,2004
1741049262,2004
1741049263,2004
1741049264,2004
1741049265,2004
1741049266,2004
1741049267,2004
1741049268,2004
1741049269,2004
1741049270,2004
1741049271,2004
1741049272,2004
1741049273,2004
1741049274,2004
1741049275,2004
1741049276,2004
1741049277,2004
1741049278,2004
1741049279,2004
1741049280,2004
1741049281,2004
1741049282,2004
1741049283,2004
1741049284,2004
1741049285,2004
1741049286,2004
1741049287,2004
1741049288,2004
1741049289,2004
1741049290,2004
1741049291,2004
1741049292,2004
1741049293,2004
1741049294,2004
1741049295,2004
1741049295,2004
1741049295,0
