t,count
1741050310,0
1741050311,0
1741050312,0
1741050313,0
1741050314,0
1741050315,0
1741050316,0
1741050317,0
1741050318,0
1741050320,0
1741050321,0
1741050322,0
1741050323,0
1741050324,0
1741050325,0
1741050326,0
1741050327,0
1741050328,0
1741050329,0
1741050330,0
1741050331,0
1741050332,0
1741050333,0
1741050334,0
1741050335,4
1741050336,22
1741050337,22
1741050338,45
1741050339,61
1741050340,77
1741050341,77
1741050342,77
1741050343,77
1741050344,77
1741050345,77
1741050346,77
1741050347,77
1741050348,77
1741050349,77
1741050350,77
1741050351,77
1741050353,77
1741050354,77
1741050355,77
1741050356,77
1741050357,77
1741050358,77
1741050359,77
1741050359,77
1741050359,77
