t,value
1741050310,0
1741050311,0
1741050312,0
1741050313,0
1741050314,0
1741050315,0
1741050316,0
1741050317,0
1741050318,0
1741050320,0
1741050321,0
1741050322,0
1741050323,108150816
1741050324,108150816
1741050325,108150816
1741050326,108150816
1741050327,108150816
1741050328,108150816
1741050329,108150816
1741050330,108150816
1741050331,108150816
1741050332,108150816
1741050333,145522608
1741050334,145522608
1741050335,145522608
1741050336,145522608
1741050337,145522608
1741050338,145522608
1741050339,145522608
1741050340,145522608
1741050341,145522608
1741050342,173384608
1741050343,173384608
1741050344,173384608
1741050345,173384608
1741050346,173384608
1741050347,173384608
1741050348,173384608
1741050349,173384608
1741050350,173384608
1741050351,173384608
1741050353,216168184
1741050354,216168184
1741050355,216168184
1741050356,216168184
1741050357,216168184
1741050358,216168184
1741050359,216168184
1741050359,216168184
1741050359,216168184
