t,count
1741050310,5
1741050311,5
1741050312,5
1741050313,5
1741050314,5
1741050315,5
1741050316,5
1741050317,5
1741050318,5
1741050320,5
1741050321,5
1741050322,5
1741050323,6
1741050324,6
1741050325,6
1741050326,6
1741050327,7
1741050328,7
1741050329,7
1741050330,7
1741050331,7
1741050332,9
1741050333,10
1741050334,10
1741050335,10
1741050336,10
1741050337,11
1741050338,11
1741050339,11
1741050340,11
1741050341,11
1741050342,14
1741050343,14
1741050344,22
1741050345,51
1741050346,51
1741050347,52
1741050348,52
1741050349,56
1741050350,66
1741050351,96
1741050353,125
1741050354,213
1741050355,256
1741050356,291
1741050357,316
1741050358,330
1741050359,335
1741050359,335
1741050359,335
