t,value
1741053628,2004
1741053629,2004
1741053630,2004
1741053631,2004
1741053632,2004
1741053633,2004
1741053634,2004
1741053635,2004
1741053636,2004
1741053637,2004
1741053638,2004
1741053639,2004
1741053641,2004
1741053642,2004
1741053643,2004
1741053644,2004
1741053645,2004
1741053646,2004
1741053647,2004
1741053648,2004
1741053649,2004
1741053650,2004
1741053651,2004
1741053652,2004
1741053653,2004
1741053654,2004
1741053655,2004
1741053656,2004
1741053657,2004
1741053658,2004
1741053659,2004
1741053660,2004
1741053661,2004
1741053662,2004
1741053663,2004
1741053664,2004
1741053665,2004
1741053666,2004
1741053667,2004
1741053668,2004
1741053669,2004
1741053670,2004
1741053671,2004
1741053672,2004
1741053673,2004
1741053674,2004
1741053675,2004
1741053676,2004
1741053677,2004
1741053678,2004
1741053679,2004
1741053680,2004
1741053681,2004
1741053682,2004
1741053683,2004
1741053684,2004
1741053684,2004
1741053684,0
