t,value
1741053628,0
1741053629,0
1741053630,0
1741053631,0
1741053632,0
1741053633,0
1741053634,0
1741053635,0
1741053636,0
1741053637,0
1741053638,0
1741053639,0
1741053641,0
1741053642,0
1741053643,0
1741053644,0
1741053645,3
1741053646,3
1741053647,3
1741053648,3
1741053649,3
1741053650,3
1741053651,3
1741053652,3
1741053653,3
1741053654,3
1741053655,4
1741053656,4
1741053657,4
1741053658,4
1741053659,4
1741053660,4
1741053661,4
1741053662,4
1741053663,4
1741053664,4
1741053665,4
1741053666,4
1741053667,4
1741053668,4
1741053669,4
1741053670,4
1741053671,4
1741053672,4
1741053673,4
1741053674,4
1741053675,5
1741053676,5
1741053677,5
1741053678,5
1741053679,5
1741053680,5
1741053681,5
1741053682,5
1741053683,5
1741053684,5
1741053684,5
1741053684,5
