t,value
1741053628,0
1741053629,0
1741053630,0
1741053631,0
1741053632,0
1741053633,0
1741053634,0
1741053635,0
1741053636,0
1741053637,0
1741053638,0
1741053639,0
1741053641,0
1741053642,0
1741053643,0
1741053644,0
1741053645,0
1741053646,0
1741053647,0
1741053648,0
1741053649,0
1741053650,0
1741053651,0
1741053652,0
1741053653,0
1741053654,0
1741053655,0
1741053656,0
1741053657,0
1741053658,0
1741053659,0
1741053660,0
1741053661,0
1741053662,0
1741053663,0
1741053664,0
1741053665,0
1741053666,0
1741053667,0
1741053668,0
1741053669,0
1741053670,0
1741053671,0
1741053672,0
1741053673,0
1741053674,0
1741053675,2983019
1741053676,2983019
1741053677,2983019
1741053678,2983019
1741053679,2983019
1741053680,2983019
1741053681,2983019
1741053682,2983019
1741053683,2983019
1741053684,2983019
1741053684,2983019
1741053684,2983019
