t,value
1741050590,0
1741050591,0
1741050592,0
1741050593,0
1741050594,0
1741050595,0
1741050596,0
1741050597,0
1741050598,0
1741050599,0
1741050600,0
1741050601,0
1741050602,0
1741050603,0
1741050604,271
1741050605,271
1741050606,271
1741050607,271
1741050608,271
1741050609,271
1741050610,271
1741050611,271
1741050612,271
1741050613,271
1741050614,411
1741050615,411
1741050616,411
1741050617,411
1741050618,411
1741050619,411
1741050620,411
1741050621,411
1741050622,411
1741050623,411
1741050624,678
1741050625,678
1741050626,678
1741050627,678
1741050628,678
1741050629,678
1741050631,678
1741050632,678
1741050633,678
1741050634,678
1741050635,1051
1741050636,1051
1741050637,1051
1741050637,1051
1741050637,1051
1741050637,1051
