t,count
1741050590,0
1741050591,0
1741050592,0
1741050593,0
1741050594,0
1741050595,0
1741050596,0
1741050597,0
1741050598,0
1741050599,0
1741050600,0
1741050601,0
1741050602,0
1741050603,0
1741050604,0
1741050605,0
1741050606,0
1741050607,0
1741050608,0
1741050609,0
1741050610,0
1741050611,0
1741050612,0
1741050613,0
1741050614,0
1741050615,0
1741050616,0
1741050617,0
1741050618,0
1741050619,0
1741050620,0
1741050621,0
1741050622,0
1741050623,0
1741050624,0
1741050625,0
1741050626,0
1741050627,0
1741050628,0
1741050629,0
1741050631,711570505
1741050632,711570505
1741050633,746570582
1741050634,746570582
1741050635,746570582
1741050636,746570582
1741050637,847728918
1741050637,849202920
1741050637,849202920
1741050637,849202920
