t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741048015,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048016,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048017,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048018,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048019,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048020,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048021,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048022,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048023,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048024,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048025,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048026,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048027,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048028,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048029,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048030,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048031,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048032,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048033,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048034,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048035,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048036,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048037,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048038,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048039,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048040,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048041,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048042,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048043,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741048044,2,5665,5382.000000,5099,283.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048045,2,5665,5382.000000,5099,283.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048046,4,5665,5382.000000,5099,283.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048047,4,5665,5382.000000,5099,283.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048048,4,5665,5382.000000,5099,283.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048049,4,5665,5382.000000,5099,283.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048050,5,5665,4492.196090,1214,1726.251120,5099.000000,5665.000000,5665.000000,5665.000000,5665.000000,5665.000000
1741048051,8,20097,8245.718337,1214,7219.420722,5665.000000,20097.000000,20097.000000,20097.000000,20097.000000,20097.000000
1741048052,11,20097,6258.355517,1035,6883.709161,5099.000000,5665.000000,20097.000000,20097.000000,20097.000000,20097.000000
1741048053,14,20097,5759.264519,1035,6355.465228,2040.000000,5665.000000,20097.000000,20097.000000,20097.000000,20097.000000
1741048054,15,20097,5991.286690,1035,6187.073128,5099.000000,9074.000000,20097.000000,20097.000000,20097.000000,20097.000000
1741048054,15,20097,5991.286690,1035,6187.073128,5099.000000,9074.000000,20097.000000,20097.000000,20097.000000,20097.000000
1741048054,15,20097,5991.286690,1035,6187.073128,5099.000000,9074.000000,20097.000000,20097.000000,20097.000000,20097.000000
