t,value
1741050661,2004
1741050662,2004
1741050663,2004
1741050664,2004
1741050665,2004
1741050666,2004
1741050667,2004
1741050668,2004
1741050669,2004
1741050670,2004
1741050671,2004
1741050672,2004
1741050673,2004
1741050674,2004
1741050675,2004
1741050676,2004
1741050677,2004
1741050678,2004
1741050679,2004
1741050680,2004
1741050681,2004
1741050682,2004
1741050683,2004
1741050684,2004
1741050686,2004
1741050687,2004
1741050688,2004
1741050689,2004
1741050690,2004
1741050691,2004
1741050692,2004
1741050693,2004
1741050694,2004
1741050695,2004
1741050696,2004
1741050697,2004
1741050698,2004
1741050699,2004
1741050700,2004
1741050701,2004
1741050702,2004
1741050703,2004
1741050703,2004
1741050703,2004
1741050704,0
