t,value
1741050661,2147483647
1741050662,2147483647
1741050663,2147483647
1741050664,2147483647
1741050665,2147483647
1741050666,2147483647
1741050667,2147483647
1741050668,2147483647
1741050669,2147483647
1741050670,2147483647
1741050671,2147483647
1741050672,2147483647
1741050673,2147483647
1741050674,2147483647
1741050675,2147483647
1741050676,2147483647
1741050677,2147483647
1741050678,2147483647
1741050679,2147483647
1741050680,2147483647
1741050681,2147483647
1741050682,2147483647
1741050683,2147483647
1741050684,2147483647
1741050686,2147483647
1741050687,2147483647
1741050688,2147483647
1741050689,2147483647
1741050690,2147483647
1741050691,2147483647
1741050692,2147483647
1741050693,2147483647
1741050694,2147483647
1741050695,2147483647
1741050696,2147483647
1741050697,2147483647
1741050698,2147483647
1741050699,2147483647
1741050700,2147483647
1741050701,2147483647
1741050702,2147483647
1741050703,2147483647
1741050703,2147483647
1741050703,2147483647
1741050704,2147483647
