t,value
1741052757,0
1741052758,0
1741052759,0
1741052760,0
1741052761,0
1741052762,0
1741052763,0
1741052764,0
1741052765,0
1741052766,0
1741052767,0
1741052768,0
1741052769,0
1741052770,120
1741052771,120
1741052772,120
1741052773,120
1741052774,120
1741052775,120
1741052776,120
1741052777,120
1741052778,120
1741052779,154
1741052780,154
1741052781,154
1741052782,154
1741052783,154
1741052784,154
1741052785,154
1741052786,154
1741052787,154
1741052788,154
1741052789,188
1741052790,188
1741052791,188
1741052792,188
1741052793,188
1741052794,188
1741052795,188
1741052796,188
1741052797,188
1741052798,188
1741052799,976
1741052800,976
1741052801,976
1741052802,976
1741052804,976
1741052805,976
1741052806,976
1741052807,976
1741052808,976
1741052809,976
1741052809,976
1741052809,976
