t,value
1741048790,0
1741048792,0
1741048793,0
1741048794,0
1741048795,0
1741048796,0
1741048797,0
1741048798,0
1741048799,0
1741048800,0
1741048801,0
1741048802,0
1741048803,0
1741048804,0
1741048805,0
1741048806,0
1741048807,0
1741048808,0
1741048809,0
1741048810,0
1741048811,0
1741048812,0
1741048813,0
1741048814,0
1741048815,0
1741048816,0
1741048817,0
1741048818,0
1741048819,0
1741048820,0
1741048821,0
1741048822,0
1741048823,0
1741048824,0
1741048825,0
1741048826,0
1741048827,0
1741048828,9
1741048829,9
1741048830,9
1741048831,9
1741048832,9
1741048833,9
1741048834,9
1741048836,9
1741048837,9
1741048838,9
1741048839,9
1741048840,9
1741048841,11
1741048842,11
1741048843,11
1741048844,12
1741048845,12
1741048846,13
1741048847,13
1741048848,15
1741048849,17
1741048850,20
1741048851,20
1741048852,21
1741048853,21
1741048854,23
1741048855,24
1741048856,24
1741048857,32
1741048858,38
1741048859,38
1741048860,39
1741048861,40
1741048862,42
1741048863,46
1741048864,47
1741048865,49
1741048866,50
1741048866,50
1741048866,50
