t,count
1741048790,0
1741048792,0
1741048793,0
1741048794,0
1741048795,0
1741048796,0
1741048797,0
1741048798,0
1741048799,0
1741048800,0
1741048801,0
1741048802,0
1741048803,0
1741048804,0
1741048805,0
1741048806,0
1741048807,0
1741048808,0
1741048809,0
1741048810,0
1741048811,0
1741048812,0
1741048813,0
1741048814,0
1741048815,0
1741048816,0
1741048817,0
1741048818,0
1741048819,0
1741048820,0
1741048821,0
1741048822,0
1741048823,0
1741048824,0
1741048825,0
1741048826,0
1741048827,0
1741048828,0
1741048829,0
1741048830,0
1741048831,0
1741048832,0
1741048833,0
1741048834,0
1741048836,0
1741048837,15150
1741048838,17291
1741048839,17345
1741048840,17704
1741048841,17710
1741048842,17982
1741048843,18182
1741048844,18182
1741048845,18182
1741048846,18253
1741048847,18578
1741048848,18586
1741048849,18597
1741048850,18715
1741048851,19664
1741048852,19924
1741048853,20130
1741048854,20235
1741048855,20271
1741048856,20271
1741048857,20291
1741048858,20536
1741048859,20638
1741048860,21071
1741048861,21266
1741048862,21280
1741048863,21507
1741048864,21911
1741048865,22092
1741048866,22130
1741048866,22130
1741048866,22130
