t,count
1741048790,0
1741048792,0
1741048793,0
1741048794,0
1741048795,0
1741048796,0
1741048797,0
1741048798,0
1741048799,0
1741048800,0
1741048801,0
1741048802,0
1741048803,0
1741048804,0
1741048805,0
1741048806,0
1741048807,0
1741048808,0
1741048809,0
1741048810,0
1741048811,0
1741048812,0
1741048813,0
1741048814,0
1741048815,0
1741048816,0
1741048817,0
1741048818,0
1741048819,0
1741048820,0
1741048821,0
1741048822,0
1741048823,0
1741048824,0
1741048825,0
1741048826,0
1741048827,0
1741048828,0
1741048829,0
1741048830,0
1741048831,0
1741048832,0
1741048833,0
1741048834,0
1741048836,0
1741048837,38934241
1741048838,49227924
1741048839,52584485
1741048840,85954696
1741048841,86447024
1741048842,88998123
1741048843,90835280
1741048844,90835280
1741048845,90835280
1741048846,90835280
1741048847,92176863
1741048848,92244624
1741048849,92392054
1741048850,92678519
1741048851,93914118
1741048852,94082831
1741048853,94085139
1741048854,94668494
1741048855,94668494
1741048856,94668494
1741048857,94668494
1741048858,143894776
1741048859,145588359
1741048860,148283032
1741048861,149557676
1741048862,149692376
1741048863,150296428
1741048864,150707194
1741048865,150709502
1741048866,150709502
1741048866,150709502
1741048866,150709502
