t,count
1741048790,0
1741048792,0
1741048793,0
1741048794,0
1741048795,0
1741048796,0
1741048797,0
1741048798,0
1741048799,0
1741048800,0
1741048801,0
1741048802,0
1741048803,0
1741048804,0
1741048805,0
1741048806,0
1741048807,0
1741048808,0
1741048809,0
1741048810,0
1741048811,0
1741048812,0
1741048813,0
1741048814,0
1741048815,0
1741048816,0
1741048817,0
1741048818,0
1741048819,0
1741048820,0
1741048821,0
1741048822,0
1741048823,0
1741048824,0
1741048825,0
1741048826,0
1741048827,0
1741048828,0
1741048829,0
1741048830,0
1741048831,0
1741048832,0
1741048833,0
1741048834,0
1741048836,0
1741048837,0
1741048838,0
1741048839,0
1741048840,0
1741048841,0
1741048842,0
1741048843,0
1741048844,0
1741048845,0
1741048846,877866
1741048847,877866
1741048848,952521
1741048849,1422564
1741048850,2110405
1741048851,5971764
1741048852,6326438
1741048853,6326438
1741048854,6376916
1741048855,6396767
1741048856,6396767
1741048857,6396767
1741048858,6396767
1741048859,6396767
1741048860,7274633
1741048861,7274633
1741048862,7349288
1741048863,10432042
1741048864,13319884
1741048865,13319935
1741048866,13337412
1741048866,13337412
1741048866,13337412
