t,value
1741048790,2004
1741048792,2004
1741048793,2004
1741048794,2004
1741048795,2004
1741048796,2004
1741048797,2004
1741048798,2004
1741048799,2004
1741048800,2004
1741048801,2004
1741048802,2004
1741048803,2004
1741048804,2004
1741048805,2004
1741048806,2004
1741048807,2004
1741048808,2004
1741048809,2004
1741048810,2004
1741048811,2004
1741048812,2004
1741048813,2004
1741048814,2004
1741048815,2004
1741048816,2004
1741048817,2004
1741048818,2004
1741048819,2004
1741048820,2004
1741048821,2004
1741048822,2004
1741048823,2004
1741048824,2004
1741048825,2004
1741048826,2004
1741048827,2004
1741048828,2004
1741048829,2004
1741048830,2004
1741048831,2004
1741048832,2004
1741048833,2004
1741048834,2004
1741048836,2004
1741048837,2004
1741048838,2004
1741048839,2003
1741048840,2003
1741048841,2003
1741048842,2003
1741048843,2003
1741048844,2003
1741048845,2003
1741048846,2003
1741048847,2003
1741048848,2003
1741048849,2002
1741048850,2002
1741048851,2002
1741048852,2002
1741048853,2002
1741048854,2002
1741048855,2002
1741048856,2002
1741048857,2001
1741048858,2001
1741048859,2001
1741048860,2001
1741048861,2001
1741048862,2001
1741048863,2000
1741048864,2000
1741048865,2000
1741048866,2000
1741048866,2000
1741048866,0
