t,value
1741052157,13370000000
1741052158,15120000000
1741052159,15880000000
1741052160,16720000000
1741052161,17650000000
1741052162,18500000000
1741052163,19120000000
1741052164,19850000000
1741052165,20800000000
1741052166,22000000000
1741052167,22480000000
1741052168,22990000000
1741052169,23540000000
1741052170,25210000000
1741052171,27140000000
1741052172,28020000000
1741052173,28860000000
1741052174,31350000000
1741052175,32560000000
1741052176,33270000000
1741052177,33960000000
1741052178,38000000000
1741052179,39550000000
1741052180,40740000000
1741052181,41110000000
1741052182,42320000000
1741052183,44130000000
1741052184,45330000000
1741052185,47220000000
1741052186,49640000000
1741052187,53730000000
1741052188,59080000000
1741052189,60560000000
1741052190,61750000000
1741052191,62870000000
1741052192,65960000000
1741052193,74750000000
1741052194,82510000000
1741052195,86710000000
1741052196,89570000000
1741052196,89630000000
1741052196,89740000000
