t,count
1741051248,5
1741051249,5
1741051250,5
1741051251,5
1741051252,5
1741051253,5
1741051254,5
1741051255,5
1741051256,5
1741051257,5
1741051258,5
1741051259,5
1741051260,5
1741051261,5
1741051262,5
1741051263,6
1741051264,7
1741051266,7
1741051267,7
1741051268,7
1741051269,7
1741051270,9
1741051271,9
1741051272,9
1741051273,9
1741051274,10
1741051275,11
1741051276,11
1741051277,11
1741051278,11
1741051279,13
1741051280,13
1741051281,21
1741051282,49
1741051283,49
1741051284,50
1741051285,51
1741051286,55
1741051287,92
1741051288,120
1741051289,133
1741051290,195
1741051291,240
1741051292,257
1741051293,273
1741051293,278
1741051293,278
1741051293,278
