t,value
1741051115,13130000000
1741051116,14750000000
1741051117,15500000000
1741051118,16330000000
1741051119,17250000000
1741051120,18080000000
1741051121,18710000000
1741051122,19380000000
1741051123,20440000000
1741051124,21670000000
1741051125,22230000000
1741051126,22920000000
1741051127,23470000000
1741051128,24390000000
1741051129,26510000000
1741051130,27720000000
1741051131,28550000000
1741051132,30100000000
1741051133,31980000000
1741051134,32930000000
1741051135,33610000000
1741051136,34870000000
1741051137,38320000000
1741051138,39730000000
1741051139,40340000000
1741051140,41030000000
1741051141,43290000000
1741051142,45520000000
1741051143,47110000000
1741051144,48850000000
1741051145,50710000000
1741051146,53220000000
1741051147,59250000000
1741051148,61640000000
1741051149,62240000000
1741051150,64360000000
1741051151,65140000000
1741051152,68500000000
1741051153,75620000000
1741051154,84160000000
1741051155,93980000000
1741051156,99510000000
1741051157,110220000000
1741051158,118100000000
1741051159,126150000000
1741051161,132910000000
1741051161,133070000000
1741051161,133180000000
1741051161,133510000000
