t,count
1741051115,0
1741051116,0
1741051117,0
1741051118,0
1741051119,0
1741051120,0
1741051121,0
1741051122,0
1741051123,0
1741051124,0
1741051125,0
1741051126,0
1741051127,0
1741051128,0
1741051129,0
1741051130,0
1741051131,0
1741051132,0
1741051133,0
1741051134,0
1741051135,0
1741051136,0
1741051137,0
1741051138,0
1741051139,0
1741051140,0
1741051141,0
1741051142,0
1741051143,0
1741051144,0
1741051145,0
1741051146,0
1741051147,0
1741051148,0
1741051149,0
1741051150,669211300
1741051151,669211300
1741051152,1988013100
1741051153,1988013100
1741051154,1988013100
1741051155,1988013100
1741051156,2499670300
1741051157,2619016200
1741051158,2748570500
1741051159,2872804400
1741051161,2949250800
1741051161,2949250800
1741051161,2949250800
1741051161,2949250800
