t,value
1741052626,0
1741052628,0
1741052629,0
1741052630,0
1741052631,0
1741052632,0
1741052633,0
1741052634,0
1741052635,0
1741052636,0
1741052637,0
1741052638,0
1741052639,256
1741052640,256
1741052641,256
1741052642,256
1741052643,256
1741052644,256
1741052645,256
1741052646,256
1741052647,256
1741052648,256
1741052649,393
1741052650,393
1741052651,393
1741052652,393
1741052653,393
1741052654,393
1741052655,393
1741052656,393
1741052657,393
1741052658,393
1741052659,472
1741052660,472
1741052661,472
1741052662,472
1741052663,472
1741052664,472
1741052665,472
1741052666,472
1741052667,472
1741052668,472
1741052668,472
1741052668,472
