t,value
1741050245,0
1741050246,0
1741050247,0
1741050248,0
1741050249,0
1741050250,0
1741050251,0
1741050252,0
1741050253,0
1741050254,0
1741050255,140
1741050256,140
1741050257,140
1741050258,140
1741050259,140
1741050260,140
1741050261,140
1741050262,140
1741050263,140
1741050264,140
1741050265,176
1741050266,176
1741050267,176
1741050268,176
1741050269,176
1741050270,176
1741050271,176
1741050272,176
1741050273,176
1741050274,176
1741050275,215
1741050276,215
1741050277,215
1741050278,215
1741050279,215
1741050280,215
1741050281,215
1741050282,215
1741050284,215
1741050285,368
1741050286,368
1741050287,368
1741050287,368
1741050287,368
1741050287,368
