t,value
1741048966,2147483647
1741048967,2147483647
1741048968,2147483647
1741048969,2147483647
1741048970,2147483647
1741048971,2147483647
1741048972,2147483647
1741048973,2147483647
1741048974,2147483647
1741048975,2147483647
1741048976,2147483647
1741048977,2147483647
1741048978,2147483647
1741048979,2147483647
1741048980,2147483647
1741048981,2147483647
1741048982,2147483647
1741048983,2147483647
1741048984,2147483647
1741048985,2147483647
1741048986,2147483647
1741048987,2147483647
1741048988,2147483647
1741048989,2147483647
1741048991,2147483647
1741048992,2147483647
1741048993,2147483647
1741048994,2147483647
1741048995,2147483647
1741048996,2147483647
1741048997,2147483647
1741048998,2147483647
1741048999,2147483647
1741049000,2147483647
1741049001,2147483647
1741049002,2147483647
1741049003,2147483647
1741049004,2147483647
1741049005,2147483647
1741049006,2147483647
1741049007,2147483647
1741049008,2147483647
1741049009,2147483647
1741049010,2147483647
1741049011,2147483647
1741049012,2147483647
1741049012,2147483647
1741049012,2147483647
1741049013,2147483647
