t,value
1741050730,2004
1741050732,2004
1741050733,2004
1741050734,2004
1741050735,2004
1741050736,2004
1741050737,2004
1741050738,2004
1741050739,2004
1741050740,2004
1741050741,2004
1741050742,2004
1741050743,2004
1741050744,2004
1741050745,2004
1741050746,2004
1741050747,2004
1741050748,2004
1741050749,2004
1741050750,2004
1741050751,2004
1741050752,2004
1741050753,2004
1741050754,2004
1741050755,2004
1741050756,2004
1741050757,2004
1741050758,2004
1741050759,2004
1741050760,2004
1741050761,2004
1741050762,2004
1741050763,2004
1741050764,2004
1741050765,2004
1741050766,2004
1741050767,2004
1741050768,2004
1741050769,2004
1741050770,2004
1741050770,2004
1741050770,0
