t,value
1741052093,2004
1741052094,2004
1741052096,2004
1741052097,2004
1741052098,2004
1741052099,2004
1741052100,2004
1741052101,2004
1741052102,2004
1741052103,2004
1741052104,2004
1741052105,2004
1741052106,2004
1741052107,2004
1741052108,2004
1741052109,2004
1741052110,2004
1741052111,2004
1741052112,2004
1741052113,2004
1741052114,2004
1741052115,2004
1741052116,2004
1741052117,2004
1741052118,2004
1741052119,2004
1741052120,2004
1741052121,2004
1741052122,2004
1741052123,2004
1741052124,2004
1741052125,2004
1741052126,2004
1741052127,2004
1741052128,2004
1741052129,2004
1741052130,2004
1741052131,2004
1741052132,2004
1741052133,2004
1741052134,2004
1741052134,2004
1741052134,2004
1741052134,0
