t,value
1741049543,0
1741049545,0
1741049546,0
1741049547,0
1741049548,0
1741049549,0
1741049550,0
1741049551,0
1741049552,0
1741049553,7
1741049554,7
1741049555,7
1741049556,7
1741049557,7
1741049558,7
1741049559,7
1741049560,7
1741049561,7
1741049562,10
1741049563,10
1741049564,10
1741049565,10
1741049566,10
1741049567,10
1741049568,10
1741049569,10
1741049570,10
1741049571,10
1741049572,10
1741049573,10
1741049574,10
1741049575,10
1741049576,10
1741049577,10
1741049578,10
1741049579,10
1741049580,10
1741049581,10
1741049582,13
1741049583,13
1741049584,13
1741049585,13
1741049586,13
1741049587,13
1741049588,13
1741049589,13
1741049590,13
1741049590,13
1741049590,13
