t,value
1741052425,0
1741052426,0
1741052427,0
1741052428,0
1741052429,0
1741052430,0
1741052431,0
1741052432,0
1741052433,0
1741052434,0
1741052435,0
1741052436,0
1741052437,0
1741052438,0
1741052439,0
1741052440,0
1741052441,0
1741052442,147
1741052443,147
1741052444,147
1741052445,147
1741052446,147
1741052447,147
1741052448,147
1741052449,147
1741052450,147
1741052451,147
1741052452,169
1741052453,169
1741052454,169
1741052456,169
1741052457,169
1741052458,169
1741052459,169
1741052460,169
1741052461,169
1741052462,169
1741052463,287
1741052464,287
1741052466,287
1741052467,287
1741052468,287
1741052469,287
1741052470,287
1741052470,287
1741052470,287
1741052470,287
