t,value
1741052425,2004
1741052426,2004
1741052427,2004
1741052428,2004
1741052429,2004
1741052430,2004
1741052431,2004
1741052432,2004
1741052433,2004
1741052434,2004
1741052435,2004
1741052436,2004
1741052437,2004
1741052438,2004
1741052439,2004
1741052440,2004
1741052441,2004
1741052442,2004
1741052443,2004
1741052444,2004
1741052445,2004
1741052446,2004
1741052447,2004
1741052448,2004
1741052449,2004
1741052450,2004
1741052451,2004
1741052452,2004
1741052453,2004
1741052454,2004
1741052456,2004
1741052457,2004
1741052458,2004
1741052459,2004
1741052460,2004
1741052461,2003
1741052462,2003
1741052463,2003
1741052464,2003
1741052466,2003
1741052467,2003
1741052468,2003
1741052469,2003
1741052470,2003
1741052470,2003
1741052470,2003
1741052470,0
