t,count
1741049750,0
1741049751,0
1741049752,0
1741049753,0
1741049754,0
1741049755,0
1741049756,0
1741049757,0
1741049758,0
1741049759,0
1741049760,0
1741049761,0
1741049762,0
1741049763,0
1741049764,0
1741049765,0
1741049766,0
1741049767,0
1741049768,0
1741049769,0
1741049770,0
1741049771,0
1741049772,0
1741049773,0
1741049774,0
1741049775,0
1741049776,0
1741049778,0
1741049779,0
1741049780,0
1741049781,0
1741049782,0
1741049783,0
1741049784,0
1741049785,0
1741049786,0
1741049787,0
1741049788,6223242900
1741049789,6223242900
1741049790,6223242900
1741049791,10180564100
1741049792,23321664100
1741049792,23592205500
1741049792,23592205500
1741049792,23592205500
