t,count
1741054452,0
1741054453,0
1741054454,0
1741054455,0
1741054456,0
1741054457,0
1741054458,0
1741054459,0
1741054460,0
1741054461,0
1741054462,0
1741054463,0
1741054464,0
1741054465,0
1741054466,0
1741054467,0
1741054468,0
1741054469,0
1741054470,0
1741054471,0
1741054472,0
1741054473,0
1741054474,0
1741054475,0
1741054476,0
1741054477,0
1741054478,0
1741054479,0
1741054480,0
1741054481,0
1741054482,0
1741054483,0
1741054484,0
1741054485,0
1741054486,0
1741054487,0
1741054488,0
1741054489,0
1741054491,0
1741054492,5767709448
1741054493,6091783880
1741054494,6091783880
1741054495,6108633352
1741054495,6108633352
1741054495,6108633352
1741054496,6108633352
