t,count
1741054452,0
1741054453,0
1741054454,0
1741054455,0
1741054456,0
1741054457,0
1741054458,0
1741054459,0
1741054460,0
1741054461,0
1741054462,0
1741054463,0
1741054464,0
1741054465,0
1741054466,0
1741054467,0
1741054468,0
1741054469,0
1741054470,0
1741054471,0
1741054472,0
1741054473,0
1741054474,0
1741054475,0
1741054476,0
1741054477,0
1741054478,0
1741054479,0
1741054480,0
1741054481,0
1741054482,0
1741054483,0
1741054484,0
1741054485,0
1741054486,1222
1741054487,1833
1741054488,1833
1741054489,1833
1741054491,1833
1741054492,2939
1741054493,3244
1741054494,3244
1741054495,3375
1741054495,3376
1741054495,3376
1741054496,3376
