t,value
1741052219,2004
1741052220,2004
1741052221,2004
1741052222,2004
1741052223,2004
1741052224,2004
1741052225,2004
1741052226,2004
1741052227,2004
1741052228,2004
1741052229,2004
1741052230,2004
1741052231,2004
1741052232,2004
1741052233,2004
1741052234,2004
1741052235,2004
1741052236,2004
1741052237,2004
1741052238,2004
1741052239,2004
1741052240,2004
1741052241,2004
1741052242,2004
1741052243,2004
1741052244,2004
1741052245,2004
1741052246,2004
1741052247,2004
1741052248,2004
1741052249,2004
1741052250,2004
1741052251,2004
1741052252,2004
1741052253,2004
1741052254,2004
1741052255,2004
1741052256,2004
1741052257,2004
1741052258,2004
1741052259,2004
1741052260,1994
1741052261,1987
1741052262,1986
1741052263,1986
1741052264,1964
1741052265,1964
1741052267,1964
1741052268,1964
1741052269,1964
1741052270,1964
1741052271,1964
1741052271,1964
1741052271,1964
1741052271,0
