t,value
1741052219,0
1741052220,0
1741052221,0
1741052222,0
1741052223,0
1741052224,0
1741052225,0
1741052226,0
1741052227,0
1741052228,0
1741052229,0
1741052230,113
1741052231,113
1741052232,113
1741052233,113
1741052234,113
1741052235,113
1741052236,113
1741052237,113
1741052238,113
1741052239,113
1741052240,162
1741052241,162
1741052242,162
1741052243,162
1741052244,162
1741052245,162
1741052246,162
1741052247,162
1741052248,162
1741052249,162
1741052250,194
1741052251,194
1741052252,194
1741052253,194
1741052254,194
1741052255,194
1741052256,194
1741052257,194
1741052258,194
1741052259,194
1741052260,329
1741052261,329
1741052262,329
1741052263,329
1741052264,329
1741052265,329
1741052267,329
1741052268,329
1741052269,329
1741052270,329
1741052271,823
1741052271,823
1741052271,823
1741052271,823
