t,value
1741051317,2147483647
1741051318,2147483647
1741051319,2147483647
1741051320,2147483647
1741051321,2147483647
1741051322,2147483647
1741051323,2147483647
1741051324,2147483647
1741051325,2147483647
1741051326,2147483647
1741051327,2147483647
1741051328,2147483647
1741051329,2147483647
1741051330,2147483647
1741051331,2147483647
1741051332,2147483647
1741051333,2147483647
1741051334,2147483647
1741051335,2147483647
1741051336,2147483647
1741051337,2147483647
1741051338,2147483647
1741051339,2147483647
1741051340,2147483647
1741051341,2147483647
1741051342,2147483647
1741051343,2147483647
1741051344,2147483647
1741051345,2147483647
1741051346,2147483647
1741051347,2147483647
1741051348,2147483647
1741051349,2147483647
1741051350,2147483647
1741051351,2147483647
1741051352,2147483647
1741051353,2147483647
1741051354,2147483647
1741051355,2147483647
1741051356,2147483647
1741051356,2147483647
1741051356,2147483647
1741051356,2147483647
