t,value
1741051317,0
1741051318,0
1741051319,0
1741051320,0
1741051321,0
1741051322,0
1741051323,0
1741051324,0
1741051325,0
1741051326,0
1741051327,0
1741051328,0
1741051329,0
1741051330,0
1741051331,0
1741051332,0
1741051333,295
1741051334,295
1741051335,295
1741051336,295
1741051337,295
1741051338,295
1741051339,295
1741051340,295
1741051341,295
1741051342,295
1741051343,437
1741051344,437
1741051345,437
1741051346,437
1741051347,437
1741051348,437
1741051349,437
1741051350,437
1741051351,437
1741051352,437
1741051353,667
1741051354,667
1741051355,667
1741051356,667
1741051356,667
1741051356,667
1741051356,667
