t,value
1741047873,13100000000
1741047874,14780000000
1741047875,15540000000
1741047876,16240000000
1741047877,16950000000
1741047878,18090000000
1741047879,18620000000
1741047880,19190000000
1741047881,19800000000
1741047882,20800000000
1741047883,22120000000
1741047884,22580000000
1741047885,23060000000
1741047886,23510000000
1741047887,24600000000
1741047888,26520000000
1741047889,27890000000
1741047890,28620000000
1741047891,29380000000
1741047892,31790000000
1741047893,32980000000
1741047895,33740000000
1741047896,34430000000
1741047897,36350000000
1741047898,38490000000
1741047899,39840000000
1741047900,40470000000
1741047901,41320000000
1741047902,43120000000
1741047903,44200000000
1741047904,45610000000
1741047905,47200000000
1741047906,49890000000
1741047907,55860000000
1741047908,57750000000
1741047909,58320000000
1741047910,60740000000
1741047911,63120000000
1741047912,68900000000
1741047913,78250000000
1741047914,85060000000
1741047915,91000000000
1741047915,91940000000
1741047915,91960000000
1741047915,92090000000
