t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1741047873,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047874,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047875,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047876,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047877,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047878,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047879,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047880,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047881,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047882,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047883,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047884,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047885,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047886,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047887,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047888,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047889,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047890,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047891,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047892,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047893,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047895,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047896,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047897,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047898,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047899,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047900,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047901,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047902,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047903,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047904,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1741047905,3,4558,4459.333333,4323,99.566840,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047906,3,4558,4459.333333,4323,99.566840,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047907,3,4558,4459.333333,4323,99.566840,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047908,6,4558,4459.333333,4323,99.566840,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047909,6,4558,4459.333333,4323,99.566840,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047910,6,4558,4459.333333,4323,99.566840,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047911,8,4558,3580.721597,1092,1463.315639,4323.000000,4497.000000,4558.000000,4558.000000,4558.000000,4558.000000
1741047912,11,17815,7645.840000,1092,6540.562493,4497.000000,17749.000000,17815.000000,17815.000000,17815.000000,17815.000000
1741047913,16,17815,6646.050572,1035,6714.019845,4323.000000,17749.000000,17815.000000,17815.000000,17815.000000,17815.000000
1741047914,18,19564,7523.316304,1035,7004.348249,4497.000000,17749.000000,19564.000000,19564.000000,19564.000000,19564.000000
1741047915,29,19564,6783.113742,745,6861.420546,4323.000000,13137.000000,19564.000000,19564.000000,19564.000000,19564.000000
1741047915,29,19564,6783.113742,745,6861.420546,4323.000000,13137.000000,19564.000000,19564.000000,19564.000000,19564.000000
1741047915,29,19564,6783.113742,745,6861.420546,4323.000000,13137.000000,19564.000000,19564.000000,19564.000000,19564.000000
1741047915,29,19564,6783.113742,745,6861.420546,4323.000000,13137.000000,19564.000000,19564.000000,19564.000000,19564.000000
