t,value
1741054259,2004
1741054261,2004
1741054262,2004
1741054263,2004
1741054264,2004
1741054265,2004
1741054266,2004
1741054267,2004
1741054268,2004
1741054269,2004
1741054270,2004
1741054271,2004
1741054272,2004
1741054273,2004
1741054274,2004
1741054275,2004
1741054276,2004
1741054277,2004
1741054278,2004
1741054279,2004
1741054280,2004
1741054281,2004
1741054282,2004
1741054283,2004
1741054284,2004
1741054285,2004
1741054286,2004
1741054287,2004
1741054288,2004
1741054289,2004
1741054290,2004
1741054291,2004
1741054292,2004
1741054293,2004
1741054294,2004
1741054295,2003
1741054296,1997
1741054297,1997
1741054298,1997
1741054299,1997
1741054299,1997
1741054299,0
