t,value
1741054259,0
1741054261,0
1741054262,0
1741054263,0
1741054264,0
1741054265,0
1741054266,0
1741054267,0
1741054268,0
1741054269,0
1741054270,0
1741054271,0
1741054272,0
1741054273,141
1741054274,141
1741054275,141
1741054276,141
1741054277,141
1741054278,141
1741054279,141
1741054280,141
1741054281,141
1741054282,141
1741054283,222
1741054284,222
1741054285,222
1741054286,222
1741054287,222
1741054288,222
1741054289,222
1741054290,222
1741054291,222
1741054292,222
1741054293,357
1741054294,357
1741054295,357
1741054296,357
1741054297,357
1741054298,357
1741054299,357
1741054299,357
1741054299,357
